id,source_raw_id,raw_topic,normalized_topic,category,region,trend_score,growth_status,explanation,source_file,processed_at
11816,,vtm,Vtm,General,BE,100.0,exploding,Vtm is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11817,,europees hof voor de rechten van de mens,Europees Hof Voor De Rechten Van De Mens,General,BE,100.0,exploding,Europees Hof Voor De Rechten Van De Mens is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11818,,fernandez pardo,Fernandez Pardo,General,BE,100.0,exploding,Fernandez Pardo is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11819,,britney spears,Britney Spears,General,BE,100.0,exploding,Britney Spears is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11820,,bultrug timmy,Bultrug Timmy,General,BE,100.0,exploding,Bultrug Timmy is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11821,,callum turner,Callum Turner,General,BE,100.0,exploding,Callum Turner is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11822,,saint-étienne – rodez,Saint Tienne Rodez,General,BE,100.0,exploding,Saint Tienne Rodez is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11823,,grote kemmelbeek,Grote Kemmelbeek,General,BE,100.0,exploding,Grote Kemmelbeek is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11824,,blockhaus,Blockhaus,General,BE,100.0,exploding,Blockhaus is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11825,,matias fernandez pardo,Matias Fernandez Pardo,General,BE,100.0,exploding,Matias Fernandez Pardo is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11826,,egypte,Egypte,General,BE,100.0,exploding,Egypte is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11827,,gazet van antwerpen,Gazet Van Antwerpen,General,BE,100.0,exploding,Gazet Van Antwerpen is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11828,,ohl,Ohl,General,BE,100.0,exploding,Ohl is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11829,,rizespor - beşiktaş,Rizespor Be Ikta,General,BE,100.0,exploding,Rizespor Be Ikta is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11830,,royal antwerp fc,Royal Antwerp Fc,General,BE,100.0,exploding,Royal Antwerp Fc is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11831,,conan gray,Conan Gray,General,BE,100.0,exploding,Conan Gray is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11832,,monica witt,Monica Witt,General,BE,100.0,exploding,Monica Witt is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11833,,nvidia,Nvidia,General,BE,100.0,exploding,Nvidia is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11834,,louis partridge,Louis Partridge,General,BE,100.0,exploding,Louis Partridge is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11835,,celine van ouytsel,Celine Van Ouytsel,General,BE,100.0,exploding,Celine Van Ouytsel is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11836,,eric clapton,Eric Clapton,General,BE,100.0,exploding,Eric Clapton is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11837,,kylian mbappé real madrid,Kylian Mbapp Real Madrid,Tech,BE,100.0,exploding,Kylian Mbapp Real Madrid is a Tech trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11838,,raphaël collignon,Rapha L Collignon,General,BE,100.0,exploding,Rapha L Collignon is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11839,,harris dickinson,Harris Dickinson,General,BE,100.0,exploding,Harris Dickinson is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11840,,terugroepactie,Terugroepactie,General,BE,100.0,exploding,Terugroepactie is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11841,,moorslede,Moorslede,General,BE,100.0,exploding,Moorslede is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11842,,henri de croÿ,Henri De Cro,General,BE,100.0,exploding,Henri De Cro is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11843,,china,China,General,BE,100.0,exploding,China is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11844,,moreira,Moreira,General,BE,100.0,exploding,Moreira is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11845,,sint jacobskerk antwerpen,Sint Jacobskerk Antwerpen,General,BE,100.0,exploding,Sint Jacobskerk Antwerpen is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11846,,lara fabian,Lara Fabian,General,BE,100.0,exploding,Lara Fabian is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11847,,csk vs lsg,Csk Vs Lsg,General,BE,100.0,exploding,Csk Vs Lsg is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11848,,boulimia,Boulimia,General,BE,100.0,exploding,Boulimia is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11849,,bayeux,Bayeux,General,BE,100.0,exploding,Bayeux is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11850,,ngoy,Ngoy,General,BE,100.0,exploding,Ngoy is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11851,,casper ruud,Casper Ruud,General,BE,100.0,exploding,Casper Ruud is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11852,,rsc anderlecht,Rsc Anderlecht,General,BE,100.0,exploding,Rsc Anderlecht is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11853,,lissewege,Lissewege,General,BE,100.0,exploding,Lissewege is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11854,,ellen callebout,Ellen Callebout,General,BE,100.0,exploding,Ellen Callebout is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11855,,quick,Quick,General,BE,75.0,rising,Quick is a General trend in BE with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11856,,twitch,Twitch,General,BE,50.0,rising,Twitch is a General trend in BE with rising interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11857,,openda,Openda,General,BE,100.0,exploding,Openda is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11858,,giro livestream,Giro Livestream,General,BE,100.0,exploding,Giro Livestream is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11859,,xi jinping,Xi Jinping,General,BE,100.0,exploding,Xi Jinping is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11860,,hameçonnage,Hame Onnage,General,BE,100.0,exploding,Hame Onnage is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11861,,frituren,Frituren,General,BE,100.0,exploding,Frituren is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11862,,gta vi,Gta Vi,General,BE,100.0,exploding,Gta Vi is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11863,,tui,Tui,General,BE,100.0,exploding,Tui is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11864,,adriana karembeu,Adriana Karembeu,General,BE,100.0,exploding,Adriana Karembeu is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11865,,pénurie,P Nurie,General,BE,100.0,exploding,P Nurie is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11866,,romeo lavia,Romeo Lavia,General,BE,100.0,exploding,Romeo Lavia is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11867,,lille,Lille,General,BE,100.0,exploding,Lille is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11868,,knelpuntberoep,Knelpuntberoep,General,BE,100.0,exploding,Knelpuntberoep is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11869,,giro live,Giro Live,General,BE,100.0,exploding,Giro Live is a General trend in BE with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11870,,aston villa x liverpool,Aston Villa X Liverpool,General,BR,100.0,exploding,Aston Villa X Liverpool is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11871,,virginia,Virginia,General,BR,100.0,exploding,Virginia is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11872,,onça-parda,On A Parda,General,BR,100.0,exploding,On A Parda is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11873,,acidente br 116,Acidente Br 116,General,BR,100.0,exploding,Acidente Br 116 is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11874,,refit,Refit,General,BR,100.0,exploding,Refit is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11875,,ciclone,Ciclone,General,BR,100.0,exploding,Ciclone is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11876,,italianos maldivas,Italianos Maldivas,General,BR,100.0,exploding,Italianos Maldivas is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11877,,cidadania italiana,Cidadania Italiana,General,BR,100.0,exploding,Cidadania Italiana is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11878,,ldu quito x club técnico universitario,Ldu Quito X Club T Cnico Universitario,General,BR,100.0,exploding,Ldu Quito X Club T Cnico Universitario is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11879,,varejo,Varejo,General,BR,100.0,exploding,Varejo is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11880,,fc cajamarca x sporting cristal,Fc Cajamarca X Sporting Cristal,General,BR,100.0,exploding,Fc Cajamarca X Sporting Cristal is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11881,,timberwolves x spurs,Timberwolves X Spurs,General,BR,100.0,exploding,Timberwolves X Spurs is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11882,,federal bureau of investigation,Federal Bureau Of Investigation,General,BR,100.0,exploding,Federal Bureau Of Investigation is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11883,,obsessao,Obsessao,General,BR,100.0,exploding,Obsessao is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11884,,asteroide,Asteroide,General,BR,100.0,exploding,Asteroide is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11885,,paraná,Paran,General,BR,100.0,exploding,Paran is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11886,,cavaliers x pistons,Cavaliers X Pistons,General,BR,100.0,exploding,Cavaliers X Pistons is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11887,,luiz henrique rios,Luiz Henrique Rios,General,BR,100.0,exploding,Luiz Henrique Rios is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11888,,inss empresa,Inss Empresa,General,BR,100.0,exploding,Inss Empresa is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11889,,berlim e a dama com arminho,Berlim E A Dama Com Arminho,General,BR,100.0,exploding,Berlim E A Dama Com Arminho is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11890,,sociedade anônima do futebol,Sociedade An Nima Do Futebol,General,BR,100.0,exploding,Sociedade An Nima Do Futebol is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11891,,vitoria flamengo copa do brasil,Vitoria Flamengo Copa Do Brasil,General,BR,100.0,exploding,Vitoria Flamengo Copa Do Brasil is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11892,,horóscopo signos,Hor Scopo Signos,General,BR,100.0,exploding,Hor Scopo Signos is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11893,,stephon castle,Stephon Castle,General,BR,100.0,exploding,Stephon Castle is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11894,,john travolta,John Travolta,General,BR,100.0,exploding,John Travolta is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11895,,aposentadoria especial,Aposentadoria Especial,General,BR,100.0,exploding,Aposentadoria Especial is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11896,,colisão,Colis O,General,BR,100.0,exploding,Colis O is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11897,,gina carano,Gina Carano,General,BR,100.0,exploding,Gina Carano is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11898,,sri lanka,Sri Lanka,General,BR,100.0,exploding,Sri Lanka is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11899,,final fantasy,Final Fantasy,General,BR,100.0,exploding,Final Fantasy is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11900,,brasília basquete x flabasquete,Bras Lia Basquete X Flabasquete,General,BR,100.0,exploding,Bras Lia Basquete X Flabasquete is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11901,,nate diaz,Nate Diaz,General,BR,100.0,exploding,Nate Diaz is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11902,,kings league,Kings League,General,BR,100.0,exploding,Kings League is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11903,,ônibus,Nibus,General,BR,100.0,exploding,Nibus is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11904,,alana cabral,Alana Cabral,General,BR,100.0,exploding,Alana Cabral is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11905,,ldu,Ldu,General,BR,100.0,exploding,Ldu is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
11906,,dylan harper,Dylan Harper,General,BR,100.0,exploding,Dylan Harper is a General trend in BR with exploding interest.,latest.json,2026-05-16T10:11:45.116961+00:00
